,D^*,T^*,eta^*,eta^* (1st maximum),eta^* (double exp),rho^*
4,5.0476753189206365,0.8999999772888186,0.10754574486518968,0.11121899287957478,0.13091073920738938,0.025
3,18.938380382812838,3.9999996348440976,0.3811806604475322,0.3843064671444084,0.44607537411827386,0.025
1,0.6862032537182207,1.500000039341518,0.31991161887278835,0.3127536603348753,0.3138179359479976,0.30000021865905174
0,1.7759429961953657,6.000000966544015,0.6327101364880144,0.6278676898490966,0.627585826832403,0.30000021865905174
2,0.03246046647891262,0.7219999596967422,3.2517804456605663,3.2435056121113575,3.288068840061424,0.844198595873765
